abcd | ef | ghij || klmnopqrs ||
-----|----|------||-----------||
0000 | 00 | 0000 || 000000000 || 00+00 = 00
0000 | 00 | 0001 || 000000001 || 00+01 = 01
0000 | 00 | 0010 || 000000010 || 00+02 = 02
0000 | 00 | 0011 || 000000011 || 00+03 = 03
0000 | 00 | 0100 || 000000100 || 00+04 = 04
0000 | 00 | 0101 || 000000101 || 00+05 = 05
0000 | 00 | 0110 || 000000110 || 00+06 = 06
0000 | 00 | 0111 || 000000111 || 00+07 = 07
0000 | 00 | 1000 || 000001000 || 00+08 = 08
0000 | 00 | 1001 || 000001001 || 00+09 = 09
0000 | 00 | 1010 || 000001010 || 00+10 = 10
0000 | 00 | 1011 || 000001011 || 00+11 = 11
0000 | 00 | 1100 || 000001100 || 00+12 = 12
0000 | 00 | 1101 || 000001101 || 00+13 = 13
0000 | 00 | 1110 || 000001110 || 00+14 = 14
0000 | 00 | 1111 || 000001111 || 00+15 = 15
0001 | 00 | 0000 || 000000001 || 01+00 = 01
0001 | 00 | 0001 || 000000010 || 01+01 = 02
0001 | 00 | 0010 || 000000011 || 01+02 = 03
0001 | 00 | 0011 || 000000100 || 01+03 = 04
0001 | 00 | 0100 || 000000101 || 01+04 = 05
0001 | 00 | 0101 || 000000110 || 01+05 = 06
0001 | 00 | 0110 || 000000111 || 01+06 = 07
0001 | 00 | 0111 || 000001000 || 01+07 = 08
0001 | 00 | 1000 || 000001001 || 01+08 = 09
0001 | 00 | 1001 || 000001010 || 01+09 = 10
0001 | 00 | 1010 || 000001011 || 01+10 = 11
0001 | 00 | 1011 || 000001100 || 01+11 = 12
0001 | 00 | 1100 || 000001101 || 01+12 = 13
0001 | 00 | 1101 || 000001110 || 01+13 = 14
0001 | 00 | 1110 || 000001111 || 01+14 = 15
0001 | 00 | 1111 || 000010000 || 01+15 = 16
0010 | 00 | 0000 || 000000010 || 02+00 = 02
0010 | 00 | 0001 || 000000011 || 02+01 = 03
0010 | 00 | 0010 || 000000100 || 02+02 = 04
0010 | 00 | 0011 || 000000101 || 02+03 = 05
0010 | 00 | 0100 || 000000110 || 02+04 = 06
0010 | 00 | 0101 || 000000111 || 02+05 = 07
0010 | 00 | 0110 || 000001000 || 02+06 = 08
0010 | 00 | 0111 || 000001001 || 02+07 = 09
0010 | 00 | 1000 || 000001010 || 02+08 = 10
0010 | 00 | 1001 || 000001011 || 02+09 = 11
0010 | 00 | 1010 || 000001100 || 02+10 = 12
0010 | 00 | 1011 || 000001101 || 02+11 = 13
0010 | 00 | 1100 || 000001110 || 02+12 = 14
0010 | 00 | 1101 || 000001111 || 02+13 = 15
0010 | 00 | 1110 || 000010000 || 02+14 = 16
0010 | 00 | 1111 || 000010001 || 02+15 = 17
0011 | 00 | 0000 || 000000011 || 03+00 = 03
0011 | 00 | 0001 || 000000100 || 03+01 = 04
0011 | 00 | 0010 || 000000101 || 03+02 = 05
0011 | 00 | 0011 || 000000110 || 03+03 = 06
0011 | 00 | 0100 || 000000111 || 03+04 = 07
0011 | 00 | 0101 || 000001000 || 03+05 = 08
0011 | 00 | 0110 || 000001001 || 03+06 = 09
0011 | 00 | 0111 || 000001010 || 03+07 = 10
0011 | 00 | 1000 || 000001011 || 03+08 = 11
0011 | 00 | 1001 || 000001100 || 03+09 = 12
0011 | 00 | 1010 || 000001101 || 03+10 = 13
0011 | 00 | 1011 || 000001110 || 03+11 = 14
0011 | 00 | 1100 || 000001111 || 03+12 = 15
0011 | 00 | 1101 || 000010000 || 03+13 = 16
0011 | 00 | 1110 || 000010001 || 03+14 = 17
0011 | 00 | 1111 || 000010010 || 03+15 = 18
0100 | 00 | 0000 || 000000100 || 04+00 = 04
0100 | 00 | 0001 || 000000101 || 04+01 = 05
0100 | 00 | 0010 || 000000110 || 04+02 = 06
0100 | 00 | 0011 || 000000111 || 04+03 = 07
0100 | 00 | 0100 || 000001000 || 04+04 = 08
0100 | 00 | 0101 || 000001001 || 04+05 = 09
0100 | 00 | 0110 || 000001010 || 04+06 = 10
0100 | 00 | 0111 || 000001011 || 04+07 = 11
0100 | 00 | 1000 || 000001100 || 04+08 = 12
0100 | 00 | 1001 || 000001101 || 04+09 = 13
0100 | 00 | 1010 || 000001110 || 04+10 = 14
0100 | 00 | 1011 || 000001111 || 04+11 = 15
0100 | 00 | 1100 || 000010000 || 04+12 = 16
0100 | 00 | 1101 || 000010001 || 04+13 = 17
0100 | 00 | 1110 || 000010010 || 04+14 = 18
0100 | 00 | 1111 || 000010011 || 04+15 = 19
0101 | 00 | 0000 || 000000101 || 05+00 = 05
0101 | 00 | 0001 || 000000110 || 05+01 = 06
0101 | 00 | 0010 || 000000111 || 05+02 = 07
0101 | 00 | 0011 || 000001000 || 05+03 = 08
0101 | 00 | 0100 || 000001001 || 05+04 = 09
0101 | 00 | 0101 || 000001010 || 05+05 = 10
0101 | 00 | 0110 || 000001011 || 05+06 = 11
0101 | 00 | 0111 || 000001100 || 05+07 = 12
0101 | 00 | 1000 || 000001101 || 05+08 = 13
0101 | 00 | 1001 || 000001110 || 05+09 = 14
0101 | 00 | 1010 || 000001111 || 05+10 = 15
0101 | 00 | 1011 || 000010000 || 05+11 = 16
0101 | 00 | 1100 || 000010001 || 05+12 = 17
0101 | 00 | 1101 || 000010010 || 05+13 = 18
0101 | 00 | 1110 || 000010011 || 05+14 = 19
0101 | 00 | 1111 || 000010100 || 05+15 = 20
0110 | 00 | 0000 || 000000110 || 06+00 = 06
0110 | 00 | 0001 || 000000111 || 06+01 = 07
0110 | 00 | 0010 || 000001000 || 06+02 = 08
0110 | 00 | 0011 || 000001001 || 06+03 = 09
0110 | 00 | 0100 || 000001010 || 06+04 = 10
0110 | 00 | 0101 || 000001011 || 06+05 = 11
0110 | 00 | 0110 || 000001100 || 06+06 = 12
0110 | 00 | 0111 || 000001101 || 06+07 = 13
0110 | 00 | 1000 || 000001110 || 06+08 = 14
0110 | 00 | 1001 || 000001111 || 06+09 = 15
0110 | 00 | 1010 || 000010000 || 06+10 = 16
0110 | 00 | 1011 || 000010001 || 06+11 = 17
0110 | 00 | 1100 || 000010010 || 06+12 = 18
0110 | 00 | 1101 || 000010011 || 06+13 = 19
0110 | 00 | 1110 || 000010100 || 06+14 = 20
0110 | 00 | 1111 || 000010101 || 06+15 = 21
0111 | 00 | 0000 || 000000111 || 07+00 = 07
0111 | 00 | 0001 || 000001000 || 07+01 = 08
0111 | 00 | 0010 || 000001001 || 07+02 = 09
0111 | 00 | 0011 || 000001010 || 07+03 = 10
0111 | 00 | 0100 || 000001011 || 07+04 = 11
0111 | 00 | 0101 || 000001100 || 07+05 = 12
0111 | 00 | 0110 || 000001101 || 07+06 = 13
0111 | 00 | 0111 || 000001110 || 07+07 = 14
0111 | 00 | 1000 || 000001111 || 07+08 = 15
0111 | 00 | 1001 || 000010000 || 07+09 = 16
0111 | 00 | 1010 || 000010001 || 07+10 = 17
0111 | 00 | 1011 || 000010010 || 07+11 = 18
0111 | 00 | 1100 || 000010011 || 07+12 = 19
0111 | 00 | 1101 || 000010100 || 07+13 = 20
0111 | 00 | 1110 || 000010101 || 07+14 = 21
0111 | 00 | 1111 || 000010110 || 07+15 = 22
1000 | 00 | 0000 || 000001000 || 08+00 = 08
1000 | 00 | 0001 || 000001001 || 08+01 = 09
1000 | 00 | 0010 || 000001010 || 08+02 = 10
1000 | 00 | 0011 || 000001011 || 08+03 = 11
1000 | 00 | 0100 || 000001100 || 08+04 = 12
1000 | 00 | 0101 || 000001101 || 08+05 = 13
1000 | 00 | 0110 || 000001110 || 08+06 = 14
1000 | 00 | 0111 || 000001111 || 08+07 = 15
1000 | 00 | 1000 || 000010000 || 08+08 = 16
1000 | 00 | 1001 || 000010001 || 08+09 = 17
1000 | 00 | 1010 || 000010010 || 08+10 = 18
1000 | 00 | 1011 || 000010011 || 08+11 = 19
1000 | 00 | 1100 || 000010100 || 08+12 = 20
1000 | 00 | 1101 || 000010101 || 08+13 = 21
1000 | 00 | 1110 || 000010110 || 08+14 = 22
1000 | 00 | 1111 || 000010111 || 08+15 = 23
1001 | 00 | 0000 || 000001001 || 09+00 = 09
1001 | 00 | 0001 || 000001010 || 09+01 = 10
1001 | 00 | 0010 || 000001011 || 09+02 = 11
1001 | 00 | 0011 || 000001100 || 09+03 = 12
1001 | 00 | 0100 || 000001101 || 09+04 = 13
1001 | 00 | 0101 || 000001110 || 09+05 = 14
1001 | 00 | 0110 || 000001111 || 09+06 = 15
1001 | 00 | 0111 || 000010000 || 09+07 = 16
1001 | 00 | 1000 || 000010001 || 09+08 = 17
1001 | 00 | 1001 || 000010010 || 09+09 = 18
1001 | 00 | 1010 || 000010011 || 09+10 = 19
1001 | 00 | 1011 || 000010100 || 09+11 = 20
1001 | 00 | 1100 || 000010101 || 09+12 = 21
1001 | 00 | 1101 || 000010110 || 09+13 = 22
1001 | 00 | 1110 || 000010111 || 09+14 = 23
1001 | 00 | 1111 || 000011000 || 09+15 = 24
1010 | 00 | 0000 || 000001010 || 10+00 = 10
1010 | 00 | 0001 || 000001011 || 10+01 = 11
1010 | 00 | 0010 || 000001100 || 10+02 = 12
1010 | 00 | 0011 || 000001101 || 10+03 = 13
1010 | 00 | 0100 || 000001110 || 10+04 = 14
1010 | 00 | 0101 || 000001111 || 10+05 = 15
1010 | 00 | 0110 || 000010000 || 10+06 = 16
1010 | 00 | 0111 || 000010001 || 10+07 = 17
1010 | 00 | 1000 || 000010010 || 10+08 = 18
1010 | 00 | 1001 || 000010011 || 10+09 = 19
1010 | 00 | 1010 || 000010100 || 10+10 = 20
1010 | 00 | 1011 || 000010101 || 10+11 = 21
1010 | 00 | 1100 || 000010110 || 10+12 = 22
1010 | 00 | 1101 || 000010111 || 10+13 = 23
1010 | 00 | 1110 || 000011000 || 10+14 = 24
1010 | 00 | 1111 || 000011001 || 10+15 = 25
1011 | 00 | 0000 || 000001011 || 11+00 = 11
1011 | 00 | 0001 || 000001100 || 11+01 = 12
1011 | 00 | 0010 || 000001101 || 11+02 = 13
1011 | 00 | 0011 || 000001110 || 11+03 = 14
1011 | 00 | 0100 || 000001111 || 11+04 = 15
1011 | 00 | 0101 || 000010000 || 11+05 = 16
1011 | 00 | 0110 || 000010001 || 11+06 = 17
1011 | 00 | 0111 || 000010010 || 11+07 = 18
1011 | 00 | 1000 || 000010011 || 11+08 = 19
1011 | 00 | 1001 || 000010100 || 11+09 = 20
1011 | 00 | 1010 || 000010101 || 11+10 = 21
1011 | 00 | 1011 || 000010110 || 11+11 = 22
1011 | 00 | 1100 || 000010111 || 11+12 = 23
1011 | 00 | 1101 || 000011000 || 11+13 = 24
1011 | 00 | 1110 || 000011001 || 11+14 = 25
1011 | 00 | 1111 || 000011010 || 11+15 = 26
1100 | 00 | 0000 || 000001100 || 12+00 = 12
1100 | 00 | 0001 || 000001101 || 12+01 = 13
1100 | 00 | 0010 || 000001110 || 12+02 = 14
1100 | 00 | 0011 || 000001111 || 12+03 = 15
1100 | 00 | 0100 || 000010000 || 12+04 = 16
1100 | 00 | 0101 || 000010001 || 12+05 = 17
1100 | 00 | 0110 || 000010010 || 12+06 = 18
1100 | 00 | 0111 || 000010011 || 12+07 = 19
1100 | 00 | 1000 || 000010100 || 12+08 = 20
1100 | 00 | 1001 || 000010101 || 12+09 = 21
1100 | 00 | 1010 || 000010110 || 12+10 = 22
1100 | 00 | 1011 || 000010111 || 12+11 = 23
1100 | 00 | 1100 || 000011000 || 12+12 = 24
1100 | 00 | 1101 || 000011001 || 12+13 = 25
1100 | 00 | 1110 || 000011010 || 12+14 = 26
1100 | 00 | 1111 || 000011011 || 12+15 = 27
1101 | 00 | 0000 || 000001101 || 13+00 = 13
1101 | 00 | 0001 || 000001110 || 13+01 = 14
1101 | 00 | 0010 || 000001111 || 13+02 = 15
1101 | 00 | 0011 || 000010000 || 13+03 = 16
1101 | 00 | 0100 || 000010001 || 13+04 = 17
1101 | 00 | 0101 || 000010010 || 13+05 = 18
1101 | 00 | 0110 || 000010011 || 13+06 = 19
1101 | 00 | 0111 || 000010100 || 13+07 = 20
1101 | 00 | 1000 || 000010101 || 13+08 = 21
1101 | 00 | 1001 || 000010110 || 13+09 = 22
1101 | 00 | 1010 || 000010111 || 13+10 = 23
1101 | 00 | 1011 || 000011000 || 13+11 = 24
1101 | 00 | 1100 || 000011001 || 13+12 = 25
1101 | 00 | 1101 || 000011010 || 13+13 = 26
1101 | 00 | 1110 || 000011011 || 13+14 = 27
1101 | 00 | 1111 || 000011100 || 13+15 = 28
1110 | 00 | 0000 || 000001110 || 14+00 = 14
1110 | 00 | 0001 || 000001111 || 14+01 = 15
1110 | 00 | 0010 || 000010000 || 14+02 = 16
1110 | 00 | 0011 || 000010001 || 14+03 = 17
1110 | 00 | 0100 || 000010010 || 14+04 = 18
1110 | 00 | 0101 || 000010011 || 14+05 = 19
1110 | 00 | 0110 || 000010100 || 14+06 = 20
1110 | 00 | 0111 || 000010101 || 14+07 = 21
1110 | 00 | 1000 || 000010110 || 14+08 = 22
1110 | 00 | 1001 || 000010111 || 14+09 = 23
1110 | 00 | 1010 || 000011000 || 14+10 = 24
1110 | 00 | 1011 || 000011001 || 14+11 = 25
1110 | 00 | 1100 || 000011010 || 14+12 = 26
1110 | 00 | 1101 || 000011011 || 14+13 = 27
1110 | 00 | 1110 || 000011100 || 14+14 = 28
1110 | 00 | 1111 || 000011101 || 14+15 = 29
1111 | 00 | 0000 || 000001111 || 15+00 = 15
1111 | 00 | 0001 || 000010000 || 15+01 = 16
1111 | 00 | 0010 || 000010001 || 15+02 = 17
1111 | 00 | 0011 || 000010010 || 15+03 = 18
1111 | 00 | 0100 || 000010011 || 15+04 = 19
1111 | 00 | 0101 || 000010100 || 15+05 = 20
1111 | 00 | 0110 || 000010101 || 15+06 = 21
1111 | 00 | 0111 || 000010110 || 15+07 = 22
1111 | 00 | 1000 || 000010111 || 15+08 = 23
1111 | 00 | 1001 || 000011000 || 15+09 = 24
1111 | 00 | 1010 || 000011001 || 15+10 = 25
1111 | 00 | 1011 || 000011010 || 15+11 = 26
1111 | 00 | 1100 || 000011011 || 15+12 = 27
1111 | 00 | 1101 || 000011100 || 15+13 = 28
1111 | 00 | 1110 || 000011101 || 15+14 = 29
1111 | 00 | 1111 || 000011110 || 15+15 = 30
0000 | 01 | 0000 || 000000000 || 00-00 = 00
0000 | 01 | 0001 || 100000001 || 00-01 = -1
0000 | 01 | 0010 || 100000010 || 00-02 = -2
0000 | 01 | 0011 || 100000011 || 00-03 = -3
0000 | 01 | 0100 || 100000100 || 00-04 = -4
0000 | 01 | 0101 || 100000101 || 00-05 = -5
0000 | 01 | 0110 || 100000110 || 00-06 = -6
0000 | 01 | 0111 || 100000111 || 00-07 = -7
0000 | 01 | 1000 || 100001000 || 00-08 = -8
0000 | 01 | 1001 || 100001001 || 00-09 = -9
0000 | 01 | 1010 || 100001010 || 00-10 = -10
0000 | 01 | 1011 || 100001011 || 00-11 = -11
0000 | 01 | 1100 || 100001100 || 00-12 = -12
0000 | 01 | 1101 || 100001101 || 00-13 = -13
0000 | 01 | 1110 || 100001110 || 00-14 = -14
0000 | 01 | 1111 || 100001111 || 00-15 = -15
0001 | 01 | 0000 || 000000001 || 01-00 = 01
0001 | 01 | 0001 || 000000000 || 01-01 = 00
0001 | 01 | 0010 || 100000001 || 01-02 = -1
0001 | 01 | 0011 || 100000010 || 01-03 = -2
0001 | 01 | 0100 || 100000011 || 01-04 = -3
0001 | 01 | 0101 || 100000100 || 01-05 = -4
0001 | 01 | 0110 || 100000101 || 01-06 = -5
0001 | 01 | 0111 || 100000110 || 01-07 = -6
0001 | 01 | 1000 || 100000111 || 01-08 = -7
0001 | 01 | 1001 || 100001000 || 01-09 = -8
0001 | 01 | 1010 || 100001001 || 01-10 = -9
0001 | 01 | 1011 || 100001010 || 01-11 = -10
0001 | 01 | 1100 || 100001011 || 01-12 = -11
0001 | 01 | 1101 || 100001100 || 01-13 = -12
0001 | 01 | 1110 || 100001101 || 01-14 = -13
0001 | 01 | 1111 || 100001110 || 01-15 = -14
0010 | 01 | 0000 || 000000010 || 02-00 = 02
0010 | 01 | 0001 || 000000001 || 02-01 = 01
0010 | 01 | 0010 || 000000000 || 02-02 = 00
0010 | 01 | 0011 || 100000001 || 02-03 = -1
0010 | 01 | 0100 || 100000010 || 02-04 = -2
0010 | 01 | 0101 || 100000011 || 02-05 = -3
0010 | 01 | 0110 || 100000100 || 02-06 = -4
0010 | 01 | 0111 || 100000101 || 02-07 = -5
0010 | 01 | 1000 || 100000110 || 02-08 = -6
0010 | 01 | 1001 || 100000111 || 02-09 = -7
0010 | 01 | 1010 || 100001000 || 02-10 = -8
0010 | 01 | 1011 || 100001001 || 02-11 = -9
0010 | 01 | 1100 || 100001010 || 02-12 = -10
0010 | 01 | 1101 || 100001011 || 02-13 = -11
0010 | 01 | 1110 || 100001100 || 02-14 = -12
0010 | 01 | 1111 || 100001101 || 02-15 = -13
0011 | 01 | 0000 || 000000011 || 03-00 = 03
0011 | 01 | 0001 || 000000010 || 03-01 = 02
0011 | 01 | 0010 || 000000001 || 03-02 = 01
0011 | 01 | 0011 || 000000000 || 03-03 = 00
0011 | 01 | 0100 || 100000001 || 03-04 = -1
0011 | 01 | 0101 || 100000010 || 03-05 = -2
0011 | 01 | 0110 || 100000011 || 03-06 = -3
0011 | 01 | 0111 || 100000100 || 03-07 = -4
0011 | 01 | 1000 || 100000101 || 03-08 = -5
0011 | 01 | 1001 || 100000110 || 03-09 = -6
0011 | 01 | 1010 || 100000111 || 03-10 = -7
0011 | 01 | 1011 || 100001000 || 03-11 = -8
0011 | 01 | 1100 || 100001001 || 03-12 = -9
0011 | 01 | 1101 || 100001010 || 03-13 = -10
0011 | 01 | 1110 || 100001011 || 03-14 = -11
0011 | 01 | 1111 || 100001100 || 03-15 = -12
0100 | 01 | 0000 || 000000100 || 04-00 = 04
0100 | 01 | 0001 || 000000011 || 04-01 = 03
0100 | 01 | 0010 || 000000010 || 04-02 = 02
0100 | 01 | 0011 || 000000001 || 04-03 = 01
0100 | 01 | 0100 || 000000000 || 04-04 = 00
0100 | 01 | 0101 || 100000001 || 04-05 = -1
0100 | 01 | 0110 || 100000010 || 04-06 = -2
0100 | 01 | 0111 || 100000011 || 04-07 = -3
0100 | 01 | 1000 || 100000100 || 04-08 = -4
0100 | 01 | 1001 || 100000101 || 04-09 = -5
0100 | 01 | 1010 || 100000110 || 04-10 = -6
0100 | 01 | 1011 || 100000111 || 04-11 = -7
0100 | 01 | 1100 || 100001000 || 04-12 = -8
0100 | 01 | 1101 || 100001001 || 04-13 = -9
0100 | 01 | 1110 || 100001010 || 04-14 = -10
0100 | 01 | 1111 || 100001011 || 04-15 = -11
0101 | 01 | 0000 || 000000101 || 05-00 = 05
0101 | 01 | 0001 || 000000100 || 05-01 = 04
0101 | 01 | 0010 || 000000011 || 05-02 = 03
0101 | 01 | 0011 || 000000010 || 05-03 = 02
0101 | 01 | 0100 || 000000001 || 05-04 = 01
0101 | 01 | 0101 || 000000000 || 05-05 = 00
0101 | 01 | 0110 || 100000001 || 05-06 = -1
0101 | 01 | 0111 || 100000010 || 05-07 = -2
0101 | 01 | 1000 || 100000011 || 05-08 = -3
0101 | 01 | 1001 || 100000100 || 05-09 = -4
0101 | 01 | 1010 || 100000101 || 05-10 = -5
0101 | 01 | 1011 || 100000110 || 05-11 = -6
0101 | 01 | 1100 || 100000111 || 05-12 = -7
0101 | 01 | 1101 || 100001000 || 05-13 = -8
0101 | 01 | 1110 || 100001001 || 05-14 = -9
0101 | 01 | 1111 || 100001010 || 05-15 = -10
0110 | 01 | 0000 || 000000110 || 06-00 = 06
0110 | 01 | 0001 || 000000101 || 06-01 = 05
0110 | 01 | 0010 || 000000100 || 06-02 = 04
0110 | 01 | 0011 || 000000011 || 06-03 = 03
0110 | 01 | 0100 || 000000010 || 06-04 = 02
0110 | 01 | 0101 || 000000001 || 06-05 = 01
0110 | 01 | 0110 || 000000000 || 06-06 = 00
0110 | 01 | 0111 || 100000001 || 06-07 = -1
0110 | 01 | 1000 || 100000010 || 06-08 = -2
0110 | 01 | 1001 || 100000011 || 06-09 = -3
0110 | 01 | 1010 || 100000100 || 06-10 = -4
0110 | 01 | 1011 || 100000101 || 06-11 = -5
0110 | 01 | 1100 || 100000110 || 06-12 = -6
0110 | 01 | 1101 || 100000111 || 06-13 = -7
0110 | 01 | 1110 || 100001000 || 06-14 = -8
0110 | 01 | 1111 || 100001001 || 06-15 = -9
